Gender,Department,City,Age,Salary,Experience_Years
,Marketing,New York,61,51429,38
,Engineering,New York,19,48604,1
Male,Engineering,,31,51475,4
,Sales,Los Angeles,,60191,7
Other,None,Los Angeles,,71823,
Female,Engineering,Houston,24,58298,0
Male,HR,Chicago,,24514,0
Male,Sales,,54,36086,28
Male,Sales,Houston,63,47731,45
Other,Engineering,Los Angeles,58,64792,38
Female,,Phoenix,22,84374,0
Female,Finance,Houston,19,51082,0
Male,Marketing,Chicago,22,,0
Other,Sales,Houston,20,26785,0
Male,HR,Houston,59,39446,38
Female,HR,New York,25,55331,0
Other,Engineering,Los Angeles,43,19213,14
Male,Marketing,New York,27,53694,
Male,Sales,Los Angeles,51,44317,29
Other,Finance,None,63,50680,
Female,Engineering,Los Angeles,53,39275,26
Other,Sales,Chicago,,57848,1
Male,Sales,New York,37,65876,16
Male,HR,Houston,46,61185,22
Male,None,,31,60730,3
None,Finance,Los Angeles,22,58537,1
Female,Marketing,Los Angeles,44,,
Female,,Chicago,21,43430,3
,Finance,Los Angeles,46,63858,24
Female,Finance,New York,,36729,0
Female,,Phoenix,50,57511,25
Female,,Los Angeles,47,57111,24
Male,Sales,,53,34251,32
None,None,Los Angeles,26,,5
Other,Marketing,Houston,18,57655,0
Other,Engineering,,40,53163,13
Male,Finance,Los Angeles,20,55390,2
Female,HR,Houston,49,46773,29
None,,New York,41,,20
Male,Engineering,None,23,58834,2
Male,Finance,Phoenix,30,70170,
Other,HR,New York,32,46048,4
Other,Finance,Los Angeles,47,64979,21
Male,Engineering,Phoenix,29,45270,4
Other,,New York,57,45062,37
Female,HR,New York,52,31656,24
Male,HR,Phoenix,45,56823,26
Male,HR,Houston,21,34644,
,Finance,Chicago,24,40750,0
Female,None,Houston,64,29693,
Female,Finance,Los Angeles,60,21549,38
Other,HR,Houston,33,48756,8
Male,HR,Chicago,39,39293,18
Other,Engineering,Chicago,63,54954,44
Female,Finance,,62,49229,40
Other,Finance,Los Angeles,58,65677,33
Female,Marketing,New York,42,78895,19
None,Engineering,,20,67227,0
Other,Finance,Houston,39,,11
Female,None,None,,60093,28
Other,Engineering,,54,69696,32
Male,None,New York,39,42452,20
None,Sales,New York,44,63425,15
Other,Finance,New York,19,69595,0
None,Engineering,,39,51235,
Female,Sales,,,57030,14
Male,Sales,Los Angeles,37,,13
Other,HR,None,41,40624,23
Female,None,,62,45962,37
Other,Finance,Chicago,,58339,26
Other,HR,Phoenix,60,36708,
Male,None,Phoenix,,48896,5
Male,Sales,Chicago,22,31717,1
Female,Sales,New York,19,21605,0
Female,Finance,Houston,21,53605,
Female,None,New York,52,,30
Other,,Los Angeles,51,,27
Male,Finance,New York,20,65357,0
Male,Marketing,Chicago,37,52546,19
Male,HR,Los Angeles,26,49445,0
Female,Engineering,,23,44417,0
Male,HR,Los Angeles,64,73080,
Male,Marketing,New York,22,83576,4
Male,Sales,Phoenix,58,59097,39
Female,Sales,,55,10511,27
Male,Sales,Phoenix,52,49481,27
Female,HR,Los Angeles,48,34152,
Male,Sales,Phoenix,30,43266,12
Male,Marketing,None,43,57216,16
Male,None,None,39,,12
None,HR,Phoenix,49,29445,21
Female,Engineering,Chicago,32,39616,9
Male,HR,Chicago,,67221,1
Other,Sales,Los Angeles,33,73840,9
Female,HR,Los Angeles,,70474,45
None,Marketing,Houston,23,29734,0
Male,HR,Houston,63,44722,42
Other,None,New York,28,39086,4
Male,Engineering,Houston,27,59999,0
Female,Marketing,Los Angeles,33,45584,10
Female,,Chicago,29,34786,1
Male,Finance,New York,24,72190,0
Male,Marketing,None,56,41327,33
Other,Finance,None,44,65166,25
Other,Sales,Los Angeles,41,40847,23
Female,,Phoenix,32,61808,10
,Sales,New York,,45147,
Other,Marketing,Chicago,,34405,9
Female,,Los Angeles,25,,0
,Finance,Los Angeles,64,39387,37
Female,Sales,New York,,51643,27
Female,Sales,New York,30,30510,11
Male,HR,Houston,50,29328,26
Female,,Houston,49,73076,23
Female,Finance,New York,45,52096,24
Female,,New York,57,48413,36
Other,Engineering,None,27,43660,0
None,Finance,Houston,50,38329,
Male,Sales,None,18,58745,0
Male,,None,38,,9
,Marketing,Houston,22,62262,0
,,New York,18,59160,0
Other,Finance,,38,45291,15
Female,Marketing,None,42,59525,22
Male,Engineering,Phoenix,37,79234,18
,HR,Phoenix,62,46010,39
Female,Engineering,Houston,26,55386,0
Male,Marketing,None,33,70403,13
Female,Marketing,None,45,79254,24
Male,HR,New York,57,52097,
Other,Marketing,,63,,39
Male,Marketing,New York,53,46187,32
Male,,Los Angeles,56,54866,27
Female,Finance,New York,41,46353,18
Male,Engineering,New York,33,,10
Female,Finance,Houston,31,75145,5
Other,Finance,Phoenix,51,31905,29
None,Engineering,Phoenix,41,,17
,Finance,New York,64,41883,46
Male,HR,New York,28,45216,3
Other,Engineering,New York,62,46371,
Female,Sales,Houston,53,36980,32
Male,Finance,Houston,18,54189,0
Male,Marketing,Houston,64,32520,40
Female,Engineering,,,63242,0
,Sales,Los Angeles,38,54406,15
Female,Marketing,Phoenix,26,34082,5
Female,Sales,Houston,56,33289,31
Female,Finance,None,20,,0
Other,Marketing,Los Angeles,33,39443,
Female,Finance,New York,,73210,0
Male,Marketing,Phoenix,43,18148,21
Other,Engineering,Los Angeles,63,34217,41
Male,HR,Chicago,30,44234,2
,HR,Los Angeles,37,49531,13
Other,Sales,Phoenix,36,59951,8
Other,Marketing,None,44,,21
Other,Finance,None,19,45181,0
Male,Engineering,,27,39904,3
,,None,42,38131,20
Male,Engineering,Phoenix,36,,12
Female,HR,None,,48832,8
Male,Finance,Houston,56,22306,28
Other,Engineering,Phoenix,64,,45
Other,None,None,41,51040,
None,Sales,Chicago,33,48239,12
Female,,,,67066,7
Male,None,Los Angeles,33,58923,12
Female,Marketing,New York,,51914,11
Male,Sales,None,21,59803,0
Female,,None,19,40660,0
Female,Sales,Phoenix,48,58901,30
,Engineering,Chicago,19,62314,0
Other,Finance,Houston,19,13293,0
Other,Engineering,Phoenix,,76548,9
Male,Engineering,Phoenix,60,55011,33
Female,,New York,46,59159,28
Male,None,Houston,51,66245,26
,Sales,Chicago,57,47948,35
Other,HR,Phoenix,,43756,25
Other,Engineering,None,38,54496,13
Female,Engineering,Phoenix,47,91390,23
,None,New York,41,48491,13
Other,Sales,Phoenix,61,40389,32
Other,Engineering,Phoenix,31,70131,2
Male,HR,New York,45,18695,18
Other,Engineering,Phoenix,31,48360,
Female,Marketing,Houston,61,40462,43
None,Marketing,Houston,51,59433,28
,Engineering,New York,31,52043,3
Male,Engineering,Houston,42,33497,14
,Marketing,Chicago,29,59707,1
None,Engineering,Phoenix,,37690,29
None,None,Chicago,57,49288,39
Male,,,37,43592,16
Female,,New York,59,62218,38
Male,None,New York,24,43117,0
Female,Engineering,Chicago,32,3632,9
Other,Engineering,Houston,26,33271,2
Other,HR,Phoenix,21,50947,
Female,Sales,,48,40105,21
Female,Marketing,Houston,40,67882,16
,None,New York,23,34687,0
,Finance,Los Angeles,45,58650,18
None,HR,Phoenix,29,62118,10
Female,Marketing,Phoenix,64,52642,41
Male,,New York,39,56135,14
Other,None,Houston,41,47977,
Female,HR,New York,51,54132,30
Female,,,36,42708,12
,Engineering,None,41,53394,
Other,Sales,Los Angeles,37,45683,12
,None,None,51,45678,32
None,Finance,Houston,,40023,
Female,Marketing,New York,44,46746,19
,Sales,New York,61,72631,41
Other,Sales,New York,46,46379,25
Male,HR,None,18,64100,0
Other,HR,Phoenix,63,57857,
Male,HR,New York,53,53704,32
,Finance,Los Angeles,,54288,32
Male,Engineering,New York,56,,38
Other,HR,New York,62,41269,
Other,,New York,,75770,37
Other,Engineering,Phoenix,24,65869,
Other,Sales,New York,60,50646,35
,Marketing,,37,51036,18
Female,Marketing,Phoenix,37,58488,
Other,Finance,Chicago,42,34128,24
,Finance,Los Angeles,60,38258,37
,Marketing,New York,38,21847,
,Marketing,,26,46827,0
Female,None,,44,,16
None,None,,45,45769,17
,Marketing,Houston,42,82861,15
Male,HR,Los Angeles,53,,28
Male,HR,New York,51,,23
Other,Sales,Houston,19,45825,0
Male,Engineering,,26,16415,0
None,Marketing,None,36,45871,
,Finance,Los Angeles,32,37381,14
None,HR,Houston,38,53518,
None,Engineering,New York,33,,13
Other,HR,,,44707,
Female,Engineering,None,43,55570,14
Male,Marketing,Phoenix,61,46799,36
Female,Marketing,None,46,63461,
Male,Marketing,Phoenix,50,84209,28
Male,Sales,Phoenix,,72274,
None,Engineering,Phoenix,,40756,45
Female,Finance,Phoenix,44,70715,25
,None,,24,54503,0
Female,None,None,32,68476,13
Other,,Los Angeles,34,34605,8
,HR,Houston,26,48670,3
Male,,Houston,,52679,9
Other,Engineering,New York,49,49191,20
Other,Engineering,New York,,54347,0
Male,HR,Phoenix,49,48351,29
Other,Sales,Los Angeles,64,44653,38
Female,HR,,37,43139,18
Female,Engineering,Chicago,60,37719,34
Male,Engineering,New York,36,54624,16
Female,Engineering,Chicago,63,47862,42
Female,Finance,Houston,44,41906,18
Male,Sales,New York,,27518,33
,HR,Houston,47,58078,
Male,Engineering,New York,28,60135,0
Female,Marketing,Houston,33,35935,11
Male,None,Chicago,43,51545,20
Male,Marketing,Los Angeles,47,41822,25
,Sales,,19,60774,0
Female,Engineering,,51,42564,31
Male,Sales,Houston,58,42627,39
Female,Sales,Chicago,39,51965,12
Female,Engineering,New York,48,43698,22
Female,Marketing,Chicago,38,42671,17
Female,,,53,40778,26
Female,,Phoenix,57,43365,28
None,Marketing,Los Angeles,40,44375,17
Other,Marketing,Los Angeles,43,,17
,Sales,Phoenix,35,47570,13
Female,None,New York,32,57418,8
Male,Engineering,Chicago,,32698,22
Other,Engineering,,39,81338,
Female,HR,Phoenix,45,50332,16
Male,,Phoenix,60,64569,34
Female,Sales,None,24,57244,5
Female,HR,Houston,57,,37
Female,HR,Los Angeles,59,56767,37
Female,Engineering,New York,41,55094,22
Female,,New York,52,47364,23
,Sales,Phoenix,,85906,7
Female,None,Los Angeles,30,66721,3
Other,HR,Los Angeles,48,26086,28
Other,,Houston,36,,14
Female,Engineering,Chicago,46,51062,24
Female,HR,New York,39,74549,12
Other,HR,,58,45104,33
Other,Engineering,Houston,38,14966,12
None,Engineering,Houston,33,44731,12
Female,Engineering,Houston,,25968,20
Male,,Chicago,22,39789,
Male,Sales,Los Angeles,58,41438,36
Male,None,Phoenix,58,55665,37
Male,None,Phoenix,23,,1
Female,HR,Houston,38,59600,10
Male,Sales,Houston,,58319,33
Other,Marketing,,28,79120,
Other,HR,Houston,41,,13
Male,Sales,None,45,57713,17
,Engineering,Houston,32,63269,4
Female,Finance,Houston,56,40312,31
Male,,Los Angeles,63,31037,38
Male,Finance,New York,57,55526,39
Female,Sales,Phoenix,64,44007,35
Other,Engineering,Houston,36,61703,12
Female,Finance,Los Angeles,34,61015,13
Female,Marketing,Phoenix,20,64836,0
Other,None,Chicago,20,38212,0
Female,Finance,New York,,41383,
Other,Finance,None,45,51604,23
Other,Engineering,New York,,47327,26
Female,Engineering,Houston,59,56848,41
,,Houston,,70402,41
,HR,Houston,25,48504,0
,None,New York,34,29666,9
Male,Sales,Chicago,52,20697,30
Other,None,Los Angeles,53,30619,26
Other,Sales,None,44,30125,15
Female,None,Chicago,,60008,34
Other,Marketing,Chicago,62,49280,40
Male,None,Houston,,51121,32
,HR,Houston,28,60824,6
Other,Engineering,Los Angeles,38,70443,19
Other,Finance,Houston,23,47078,2
Male,HR,Houston,38,61141,19
Female,Engineering,Chicago,45,55282,20
Male,HR,,,26639,10
Male,Sales,None,35,27735,9
Other,Engineering,Phoenix,28,44902,7
Other,None,Houston,63,52953,41
,None,None,61,57208,35
Female,Engineering,Phoenix,,47034,16
Male,,Chicago,47,24556,28
Male,Marketing,Phoenix,42,44482,13
Female,None,None,24,22436,0
Male,Finance,Phoenix,54,,36
,,,63,58407,43
Other,Finance,Houston,44,56432,17
Female,Marketing,Phoenix,43,42466,25
Other,Finance,Houston,30,56067,7
,Marketing,Phoenix,41,33202,16
Female,None,None,29,40372,8
Female,Finance,Houston,31,25148,3
Male,HR,New York,26,42029,5
Other,HR,,48,38370,20
Female,,,,43867,0
Other,Finance,Chicago,36,45923,18
Other,Sales,Houston,18,53740,0
,Finance,Los Angeles,46,20546,19
Male,Sales,Phoenix,62,37101,37
Other,Sales,None,23,64676,
Female,Sales,Chicago,18,64934,0
Male,Sales,Houston,42,,15
Other,None,None,44,51158,23
Female,HR,New York,39,33091,18
Other,Sales,Phoenix,34,44398,
None,None,,46,62331,25
Female,Sales,Phoenix,20,31332,1
Other,HR,Houston,34,,6
Other,,Phoenix,,58353,0
Female,Finance,New York,49,50710,25
Male,HR,Houston,39,47767,17
Other,Sales,Chicago,56,47613,32
Female,Engineering,Los Angeles,50,57508,27
Female,,Phoenix,,52918,20
None,Marketing,,64,57417,35
Male,Engineering,,21,44497,
Male,Marketing,Phoenix,55,45188,37
Other,HR,Chicago,30,58233,12
,Sales,Phoenix,40,36621,18
Female,Marketing,Chicago,30,33069,8
Female,HR,Phoenix,37,,13
Male,None,,50,56340,32
Female,Sales,New York,51,46315,29
Other,Marketing,New York,55,39580,36
,HR,None,46,36216,19
Male,Sales,New York,49,49277,31
Male,Sales,Chicago,28,48569,4
Male,Finance,Houston,,56581,15
Other,Sales,None,62,30511,34
Female,HR,None,38,31123,12
Other,,Chicago,29,53900,7
Female,,Chicago,,55797,34
,HR,New York,37,63555,15
,HR,Houston,24,74924,0
None,,Phoenix,44,45959,17
Other,Marketing,None,24,60063,6
None,Marketing,Chicago,19,,0
,None,,60,11216,33
Other,None,Phoenix,50,35311,27
Other,Marketing,Phoenix,,42812,12
Female,None,Chicago,46,82258,26
,Marketing,Phoenix,49,,31
Female,Engineering,None,62,61116,33
Other,Engineering,New York,29,41127,1
Female,HR,Houston,30,57464,2
Male,Finance,Phoenix,56,50634,31
Male,HR,None,61,36279,35
Male,Marketing,Los Angeles,57,65367,28
Other,,Houston,20,,0
Male,Sales,Los Angeles,56,49780,33
Other,HR,Houston,25,54406,3
Other,None,New York,63,43632,34
Male,Marketing,Phoenix,63,21007,38
Female,Finance,New York,19,51681,0
Other,Sales,,23,83399,0
Male,HR,Phoenix,58,62679,35
,None,Los Angeles,32,54397,6
Female,HR,None,64,55781,38
Female,HR,Los Angeles,29,49982,11
Male,,Chicago,58,16393,29
,HR,Los Angeles,49,34226,
Other,Finance,Houston,23,49047,5
None,,New York,44,63850,25
Other,Marketing,Chicago,64,77461,44
Male,Engineering,Houston,30,33856,11
Female,,New York,40,59847,17
Male,Sales,New York,27,16547,6
None,Sales,Phoenix,31,45028,9
Other,,Phoenix,20,49578,0
Female,Finance,Phoenix,29,75279,3
None,Engineering,Chicago,42,37757,23
Male,Marketing,Chicago,18,,0
None,Sales,New York,49,64885,22
Female,,Chicago,41,38998,23
Male,Sales,New York,59,42061,40
Male,Finance,Houston,,28378,8
,Engineering,Los Angeles,18,59349,0
Male,Sales,New York,,,39
Other,HR,New York,56,65785,36
Male,HR,Houston,27,31277,3
Female,Engineering,Phoenix,61,38639,43
Female,Engineering,Phoenix,60,32413,34
Male,Sales,,58,45756,34
,Finance,New York,47,66149,21
,Marketing,New York,22,39522,0
,HR,Chicago,21,35292,0
None,Engineering,Chicago,62,49735,33
Male,Marketing,None,,49005,5
Male,Marketing,Los Angeles,33,60175,5
Other,Marketing,Chicago,18,30273,0
Male,Finance,New York,32,53569,10
None,Engineering,Houston,,68598,15
Other,HR,Chicago,32,34776,12
None,Engineering,New York,23,52858,0
Male,Sales,Chicago,19,34744,0
,HR,Phoenix,22,66428,2
Male,Engineering,Chicago,,75383,37
Male,,Phoenix,58,32139,29
Other,Sales,New York,51,54374,32
,HR,Phoenix,56,55357,34
Female,Marketing,Chicago,49,52002,22
,Finance,,46,46604,
Female,Sales,,,41430,18
Female,HR,Phoenix,41,26515,20
Other,None,Phoenix,63,47565,38
Male,Marketing,Los Angeles,48,62962,25
None,Finance,Houston,41,66554,14
Other,Sales,New York,32,52694,13
Female,Marketing,,,35172,11
Other,Marketing,Houston,37,30792,
Male,None,,21,40727,0
Other,HR,Houston,30,21348,
Male,Engineering,Los Angeles,58,12155,29
None,Sales,New York,,29823,40
Male,Engineering,New York,27,,
Female,None,Phoenix,58,25422,30
Female,Engineering,Chicago,40,54933,13
Male,Marketing,New York,,37596,0
Male,,None,29,68041,7
Female,Finance,Los Angeles,32,40987,6
Other,None,Los Angeles,24,43071,0
Male,Engineering,Los Angeles,25,38745,1
Female,Sales,Phoenix,24,39058,0
Female,Engineering,,60,51318,32
,Sales,Los Angeles,21,54302,2
Male,Engineering,Los Angeles,24,49314,0
Female,,Houston,62,30902,
Other,None,,58,,35
Female,Sales,Los Angeles,,31851,22
Male,Finance,Phoenix,35,33682,16
Other,Sales,Chicago,47,,24
Female,Engineering,Houston,24,61627,2
Other,None,,40,32920,16
Male,,,54,,27
Other,Marketing,New York,24,11472,2
Male,HR,,55,57583,35
Female,Engineering,New York,46,65678,23
Male,HR,,51,59116,27
Female,,Chicago,56,49245,38
Female,Marketing,Phoenix,58,39565,33
,,Los Angeles,62,35881,37
Female,Engineering,Chicago,64,,
Other,None,Los Angeles,35,40981,10
None,Engineering,Phoenix,64,64024,44
Male,Finance,Los Angeles,60,48188,38
Other,,New York,42,,22
Other,HR,Phoenix,44,95648,25
Female,HR,Chicago,44,74789,22
Female,None,Chicago,29,49766,4
Male,None,Houston,,41602,14
Other,Sales,,34,62499,12
Male,Marketing,Houston,,62476,41
Female,Marketing,New York,24,58068,0
None,Sales,Chicago,41,72127,21
Male,Sales,None,,35833,0
Male,HR,Houston,46,54295,26
Male,Marketing,Chicago,45,49445,19
Male,Sales,New York,40,60232,13
Male,Marketing,Phoenix,27,,9
Other,Sales,Phoenix,33,55524,15
Male,Engineering,New York,60,23180,38
Other,HR,None,51,49703,30
Male,None,None,42,75679,22
Female,Finance,Chicago,19,42207,1
Female,Sales,Houston,22,48473,0
Male,None,Houston,31,66041,13
Female,Finance,Chicago,48,57064,
Other,Finance,Houston,57,24327,30
,,Los Angeles,23,47893,4
None,Engineering,Los Angeles,,55749,24
Male,,Phoenix,26,,1
Female,HR,Houston,,,3
Other,HR,Chicago,34,49036,8
Female,Marketing,,57,59530,
Female,Marketing,,,48826,29
,None,Phoenix,,42451,10
Other,Finance,New York,62,66438,44
Female,HR,Houston,35,65431,13
Male,HR,Chicago,60,54036,42
Male,Engineering,None,,40201,30
None,None,Phoenix,63,49598,
None,Engineering,None,,50583,0
Male,Sales,Houston,32,63835,13
,HR,Chicago,35,45418,12
Other,Engineering,Houston,39,50425,
Female,Engineering,Houston,35,52805,8
Other,,Houston,18,45955,
Male,Marketing,Phoenix,63,53842,45
Female,HR,,37,51672,12
Male,Engineering,,53,37761,31
Female,HR,New York,55,41661,29
Female,Marketing,None,42,28872,23
Male,Engineering,Phoenix,33,38915,10
Other,,Houston,,71398,13
,HR,New York,55,59924,37
None,,Phoenix,64,37955,37
Male,,Los Angeles,50,47125,29
Male,Marketing,Los Angeles,24,36954,5
Female,HR,Los Angeles,40,60892,16
,Marketing,New York,28,53776,8
Male,Finance,None,50,,24
Other,HR,New York,57,45265,32
Other,Finance,New York,63,65012,34
Female,Marketing,None,22,32125,0
Female,None,Los Angeles,62,41105,38
Other,Finance,Chicago,64,,39
Male,None,None,58,62030,40
Male,Engineering,Chicago,25,41849,0
Female,Engineering,Houston,,35507,5
None,None,New York,35,50139,12
Male,None,New York,44,86556,20
Male,Finance,New York,48,35356,24
Female,Engineering,,21,68581,0
Other,HR,Houston,19,49884,0
Male,HR,Los Angeles,22,50085,0
Female,HR,Phoenix,34,40959,10
None,Engineering,None,,59378,33
Male,None,,49,65576,
Male,None,New York,46,72575,23
Female,Marketing,New York,33,54285,7
Other,Sales,Los Angeles,18,,0
Female,Finance,Phoenix,29,76811,2
Other,HR,New York,36,43206,16
Male,Engineering,Phoenix,26,38417,6
None,Marketing,Los Angeles,24,54338,0
Male,,Phoenix,47,35542,23
Male,Engineering,Chicago,,42507,8
,Sales,Los Angeles,61,59398,39
Male,Marketing,Phoenix,21,93091,0
None,Sales,New York,23,58481,0
Other,Engineering,Houston,55,67772,
Other,Sales,Houston,64,42393,36
Male,HR,,52,54005,33
Female,Engineering,Houston,19,21231,0
Male,Engineering,Chicago,22,30012,0
Female,Marketing,,25,52347,3
,None,New York,47,55305,26
Female,Marketing,New York,36,,12
Other,,Los Angeles,47,47155,26
Female,HR,Houston,48,72633,
Other,Finance,Houston,33,58255,8
Female,Engineering,New York,,22801,33
Other,,,,22830,11
Other,Engineering,Houston,,51928,22
Other,Sales,Chicago,39,46442,13
Male,HR,Houston,25,53323,0
Female,,,54,44958,35
Male,None,,29,40994,10
,Engineering,New York,22,38979,0
Female,HR,None,42,49143,23
Male,Marketing,Houston,46,62595,26
Other,Sales,New York,30,33856,7
Female,HR,Phoenix,43,47919,22
Other,Engineering,Phoenix,39,71370,14
Male,Engineering,,46,23881,
None,Sales,New York,29,59637,10
Female,Sales,None,63,46873,44
Female,,Phoenix,60,38296,40
Female,Finance,Los Angeles,45,41685,17
Male,Marketing,Los Angeles,26,65493,7
Female,,Chicago,27,48046,5
Male,Engineering,Phoenix,59,33863,41
Other,Engineering,Phoenix,43,37002,19
Female,,,53,42514,28
Female,Sales,,57,63017,
Female,Sales,Chicago,28,42461,
Other,,New York,23,49628,0
Female,Marketing,Houston,21,39628,0
,Engineering,Los Angeles,44,,20
None,Sales,New York,,47571,22
,HR,Chicago,22,36044,3
,Sales,Los Angeles,20,38282,0
Other,None,Phoenix,24,42178,0
Other,Finance,Houston,41,72524,14
Male,Marketing,Chicago,,50910,16
Other,Finance,Phoenix,29,36568,4
None,Sales,Chicago,52,62656,23
Other,Marketing,Los Angeles,34,63455,
Other,Sales,New York,20,36256,0
,Marketing,Los Angeles,28,,1
None,Marketing,Houston,23,55748,0
Other,Sales,Houston,60,56296,31
Male,Sales,Chicago,,55415,33
Male,None,None,34,55064,16
Other,Marketing,New York,,48269,
Male,Sales,Houston,18,59744,0
Female,Sales,New York,61,45045,42
Other,Engineering,Phoenix,20,73601,0
Female,,Chicago,33,20104,10
Female,Engineering,New York,52,36350,33
None,Finance,Chicago,31,55330,8
